sample	n_loci	n_used_fw_reads	mean_cov	mean_cov_ns	n_unpaired_reads	n_pcr_dupl_pairs	pcr_dupl_rate
lb_f_199	419585	6284673	14.978	15.818	672195	1956689	0.237
lb_f_200	387652	2165063	5.585	5.769	270348	707519	0.246
lb_f_201	493388	4945308	10.023	10.788	882026	1150200	0.189
lb_f_202	493480	11327423	22.954	24.897	1584696	4489296	0.284
lb_f_203	462200	2773354	6.000	6.358	418028	427056	0.133
lb_f_204	252232	960306	3.807	4.043	484459	4809800	0.834
lb_f_205	184772	1214811	6.575	7.030	315598	1964056	0.618
lb_f_206	488560	4783138	9.790	10.543	655600	1724950	0.265
lb_f_208	399514	3904129	9.772	10.195	405466	927916	0.192
lb_f_209	324839	4217448	12.983	13.471	393580	1580301	0.273
lb_f_211	492722	4931064	10.008	10.769	517156	1204119	0.196
lb_f_212	490201	6155854	12.558	13.489	664874	1268783	0.171
lb_f_213	483840	5809861	12.008	12.838	538780	1397669	0.194
lb_f_214	452430	1795218	3.968	4.196	559947	3014241	0.627
lb_f_215	490352	5158242	10.519	11.309	839857	1036453	0.167
lb_f_217	409811	3147668	7.681	8.111	397848	840383	0.211
lb_f_218	470359	3383771	7.194	7.620	500836	533327	0.136
lb_f_219	424815	4204027	9.896	10.409	551232	948791	0.184
lb_f_220	490892	4688015	9.550	10.211	614978	1612266	0.256
lb_f_221	431294	5744925	13.320	14.122	693099	1224209	0.176
lb_f_222	461834	3036131	6.574	6.966	464151	466552	0.133
lb_f_223	31039	33058	1.065	1.066	4636	1114	0.033
lb_f_224	330590	2153734	6.515	6.689	194084	413387	0.161
lb_f_225	343378	6100607	17.766	18.542	610391	1796172	0.227
lb_f_226	501022	5155612	10.290	11.193	687254	1612772	0.238
lb_f_227	358958	6581088	18.334	19.198	513878	1856853	0.220
lb_f_228	410140	2753697	6.714	7.003	255034	471636	0.146
lb_f_230	491670	5137309	10.449	11.235	657699	1638564	0.242
lb_f_231	487184	5942708	12.198	13.048	613668	1162794	0.164
lb_f_232	410349	1232683	3.004	3.127	264600	1169963	0.487
lb_f_233	438037	5645825	12.889	13.655	664366	1155792	0.170
lb_f_234	416168	6334864	15.222	16.065	657925	1960773	0.236
lb_f_235	490222	4297005	8.765	9.427	666754	902122	0.174
lb_f_236	400916	1111516	2.772	2.896	181201	244004	0.180
lb_f_237	386719	1300288	3.362	3.527	238947	282208	0.178
lb_f_238	416671	5695129	13.668	14.389	573543	1236377	0.178
lb_f_239	481663	2886319	5.992	6.418	566911	2039442	0.414
lb_f_240	481564	4589200	9.530	10.208	947252	899492	0.164
lb_f_241	362863	6042836	16.653	17.446	581889	1733169	0.223
lb_f_242	474528	3536320	7.452	8.008	694102	811071	0.187
lb_f_243	373685	6692003	17.908	18.762	661737	1939478	0.225
lb_f_246	335343	5275163	15.731	16.485	415819	1433001	0.214
lb_f_247	369700	2313690	6.258	6.467	239048	425352	0.155
lb_f_248	492784	6467800	13.125	13.963	1094228	1344690	0.172
lb_f_249	378357	4922079	13.009	13.589	427828	1938141	0.283
lb_f_25	504200	4644770	9.212	9.862	574017	831916	0.152
lb_f_250	491182	5392723	10.979	11.743	599727	1577061	0.226
lb_f_251	482677	4349492	9.011	9.628	483967	1062224	0.196
lb_f_252	493661	6223848	12.608	13.511	1306897	1671147	0.212
lb_f_253	468885	3250818	6.933	7.414	484517	837116	0.205
lb_f_254	390651	2214877	5.670	5.858	226480	441873	0.166
lb_f_255	459059	2087710	4.548	4.825	508786	2369278	0.532
lb_f_256	461383	2236373	4.847	5.108	229265	446295	0.166
lb_f_257	497728	6078355	12.212	13.207	1364581	1335334	0.180
lb_f_258	399480	6103337	15.278	16.068	812265	1422397	0.189
lb_f_260	427081	4526215	10.598	11.166	538632	912204	0.168
lb_f_261	492324	6866378	13.947	15.102	1261325	2079446	0.232
lb_f_262	382727	1523361	3.980	4.103	188645	249181	0.141
lb_f_263	417969	5137085	12.291	12.940	529373	1490366	0.225
lb_f_264	379341	921169	2.428	2.526	329854	1343098	0.593
lb_f_265	365280	5392880	14.764	15.440	694253	1462221	0.213
lb_f_266	413757	4825357	11.662	12.267	625924	1534895	0.241
lb_f_267	474772	3488394	7.348	7.810	441084	881724	0.202
lb_f_268	410919	4206633	10.237	10.721	486098	826459	0.164
lb_f_269	384736	1944212	5.053	5.222	221959	302766	0.135
lb_f_270	510451	13385409	26.223	28.449	2961957	4101405	0.235
lb_f_271	420991	5364504	12.743	13.449	642664	1266932	0.191
lb_f_273	471850	2464091	5.222	5.535	405201	435974	0.150
lb_f_274	225428	757396	3.360	3.635	874418	6114981	0.890
lb_f_275	449469	1881736	4.187	4.422	609004	3414833	0.645
lb_f_276	356318	4975853	13.965	14.521	518844	1538606	0.236
lb_f_277	315987	1102680	3.490	3.713	506124	5059031	0.821
lb_f_278	476013	2560973	5.380	5.682	282435	487264	0.160
lb_f_279	452403	7022626	15.523	16.818	831590	1599022	0.185
lb_f_280	480102	3570576	7.437	7.879	381276	867719	0.196
lb_f_281	29192	30545	1.046	1.048	8328	1058	0.033
lb_f_282	18320	18839	1.028	1.030	4299	432	0.022
lb_f_283	395069	7476307	18.924	19.886	793974	2698848	0.265
lb_f_284	484779	5833203	12.033	12.891	651104	1607310	0.216
lb_f_285	37678	40458	1.074	1.075	3445	1153	0.028
lb_f_286	322238	649673	2.016	2.066	210951	872042	0.573
lb_f_287	486812	4861117	9.986	10.666	571217	1005699	0.171
lb_f_288	495979	5301960	10.690	11.348	743973	1002906	0.159
lb_f_289	14099	14454	1.025	1.026	2757	749	0.049
lb_f_290	426828	1456818	3.413	3.556	224355	198323	0.120
lb_f_291	23135	23965	1.036	1.037	5559	1385	0.055
lb_f_292	354621	4437560	12.514	13.013	415012	1108750	0.200
lb_f_293	434258	10112923	23.288	24.906	1406973	4010229	0.284
lb_f_294	412599	4584535	11.111	11.641	526202	1084509	0.191
lb_f_295	481776	3042545	6.315	6.699	325577	905314	0.229
lb_f_296	252146	3158594	12.527	13.654	877975	6052640	0.657
lb_f_297	488902	4313164	8.822	9.476	684481	1273450	0.228
lb_f_298	336342	3247319	9.655	10.004	242593	728904	0.183
lb_f_299	389230	2034129	5.226	5.406	211235	383585	0.159
lb_f_301	398043	3527900	8.863	9.433	348685	882233	0.200
lb_f_303	482943	3920595	8.118	8.617	439024	990167	0.202
lb_f_304	490856	5485401	11.175	11.978	628278	1203551	0.180
lb_f_305	485676	4045853	8.330	8.943	544276	1221703	0.232
lb_f_306	494186	8269735	16.734	17.938	840888	2452594	0.229
lb_f_307	30382	32002	1.053	1.055	3449	1019	0.031
lb_f_308	401280	2405116	5.994	6.210	207613	421310	0.149
lb_f_309	466852	2281899	4.888	5.169	342087	592328	0.206
lb_f_310	143245	1202436	8.394	8.882	235294	1426465	0.543
lb_f_311	343452	2076970	6.047	6.257	208640	558558	0.212
lb_f_312	429318	1392643	3.244	3.388	197280	189282	0.120
lb_f_313	500745	6617754	13.216	14.143	579804	1784661	0.212
lb_f_314	440238	6041907	13.724	14.525	694932	1240733	0.170
lb_f_315	374196	8550105	22.849	24.192	769274	3104917	0.266
lb_f_317	419182	5792433	13.818	14.588	606215	1715681	0.229
lb_f_319	495729	2794862	5.638	6.075	332263	437779	0.135
lb_f_33	348697	4748297	13.617	14.185	399728	1355547	0.222
lb_f_41	493283	4939523	10.014	10.738	460507	1046250	0.175
lb_f_49	483351	3982183	8.239	8.817	432161	949325	0.193
lb_f_57	494615	6687504	13.521	14.603	760582	1902544	0.221
lb_f_73	508252	9725987	19.136	20.516	868578	2840434	0.226
lb_f_81	428515	1285477	3.000	3.175	367651	2100583	0.620
lb_f_89	406824	4103671	10.087	10.558	444430	997265	0.196
lb_f_90	408522	7449965	18.236	19.323	604733	2015450	0.213
lb_f_91	456666	1936004	4.239	4.471	612508	3490092	0.643
lb_f_92	415296	3623496	8.725	9.118	445666	1033229	0.222
lb_f_93	423331	5717909	13.507	14.252	638042	1575075	0.216
lb_f_94	376550	6001807	15.939	16.728	777747	1663105	0.217
lb_f_95	498758	4736085	9.496	10.244	491902	1134114	0.193
lb_f_96	460693	2952960	6.410	6.835	454453	743174	0.201
lb_f_97	464361	4595018	9.895	10.772	597483	1031564	0.183
lb_f_98	492381	5928405	12.040	12.975	898567	1819064	0.235
lb_f_99	498250	6983142	14.015	15.164	1488239	1541971	0.181
lb_s_1	378932	934793	2.467	2.562	347690	1412420	0.602
lb_s_10	340985	4796085	14.065	14.610	414085	1945847	0.289
lb_s_100	479925	6204682	12.928	13.867	673734	1310848	0.174
lb_s_101	421813	4408043	10.450	11.551	785651	1241662	0.220
lb_s_102	495071	5901288	11.920	12.840	958702	1232601	0.173
lb_s_103	357086	5617531	15.732	16.554	738636	1555810	0.217
lb_s_104	419176	6984937	16.663	17.690	770668	2307877	0.248
lb_s_105	426397	5962850	13.984	14.779	754212	1775944	0.229
lb_s_106	486394	4683749	9.630	10.339	709169	1358180	0.225
lb_s_107	471191	3973206	8.432	8.999	777690	710570	0.152
lb_s_108	430529	4735283	10.999	11.638	569894	957788	0.168
lb_s_109	421553	4262748	10.112	10.632	360864	905463	0.175
lb_s_110	425220	6304989	14.828	15.711	1170486	1340129	0.175
lb_s_111	479732	7327162	15.273	16.359	768667	1621311	0.181
lb_s_112	507945	9186631	18.086	19.584	1636548	2294488	0.200
lb_s_113	362638	5280119	14.560	15.242	541976	1691688	0.243
lb_s_114	440085	4723756	10.734	11.348	432167	1024333	0.178
lb_s_115	313024	5025770	16.056	16.753	498095	2106371	0.295
lb_s_116	493122	5211164	10.568	11.377	748636	1577719	0.232
lb_s_117	355894	7049295	19.807	20.824	626836	2382939	0.253
lb_s_118	430069	5274609	12.265	12.991	624166	1039583	0.165
lb_s_12	489875	7380600	15.066	16.168	680001	1894966	0.204
lb_s_120	502451	6532498	13.001	14.001	765167	1580658	0.195
lb_s_122	493328	5543366	11.237	12.035	607104	1216994	0.180
lb_s_123	473301	7921705	16.737	18.067	1550533	2494771	0.240
lb_s_124	411064	4929539	11.992	12.606	629920	1596366	0.245
lb_s_125	468624	2184293	4.661	4.925	669263	3688319	0.628
lb_s_126	455737	2465471	5.410	5.716	407968	353154	0.125
lb_s_127	463367	2656910	5.734	6.031	373412	410117	0.134
lb_s_128	364073	4445531	12.211	12.844	800653	1310265	0.228
lb_s_129	457286	2379421	5.203	5.500	723868	4050432	0.630
lb_s_13	480626	3821096	7.950	8.503	512988	1138496	0.230
lb_s_130	474485	5824229	12.275	14.444	433905	1418499	0.196
lb_s_131	397926	8282550	20.814	22.102	957375	2595485	0.239
lb_s_132	238041	2375410	9.979	10.929	574577	4094358	0.633
lb_s_134	491602	6203558	12.619	13.562	603750	1592865	0.204
lb_s_135	472737	4218835	8.924	9.558	609019	1152242	0.215
lb_s_136	488823	5880646	12.030	14.326	438163	1416603	0.194
lb_s_137	156157	461831	2.957	3.192	574845	3515204	0.884
lb_s_138	487913	2942814	6.031	6.490	593734	2035705	0.409
lb_s_139	287252	1037893	3.613	3.863	466861	4934587	0.826
lb_s_14	364362	5546636	15.223	15.876	642099	1594252	0.223
lb_s_140	494551	6483610	13.110	14.182	1254330	1928825	0.229
lb_s_141	491665	4261444	8.667	9.314	579721	911409	0.176
lb_s_142	493972	6632443	13.427	14.465	758938	2792234	0.296
lb_s_144	248865	917370	3.686	3.910	446706	4449119	0.829
lb_s_145	404998	4307894	10.637	11.141	396049	942939	0.180
lb_s_146	450931	4430057	9.824	11.350	333705	960871	0.178
lb_s_147	345843	5136466	14.852	15.467	492766	2032851	0.284
lb_s_148	454694	2022293	4.448	4.712	667388	3764563	0.651
lb_s_149	411985	6220512	15.099	15.958	652892	1930062	0.237
lb_s_15	487870	4989361	10.227	10.995	899256	1169225	0.190
lb_s_150	369364	6724405	18.205	19.138	600921	2210444	0.247
lb_s_151	471229	2594142	5.505	5.874	643971	3009285	0.537
lb_s_152	477211	5956002	12.481	13.357	991133	1277710	0.177
lb_s_153	494596	4146383	8.383	8.972	467027	810487	0.164
lb_s_154	346620	4921685	14.199	14.829	633453	1294219	0.208
lb_s_155	428549	5111609	11.928	12.612	610295	993224	0.163
lb_s_156	523835	18941122	36.159	39.329	3220342	7090578	0.272
lb_s_157	483258	4042901	8.366	8.913	467144	1414386	0.259
lb_s_158	504776	14397687	28.523	30.802	1375560	5034008	0.259
lb_s_159	499334	4559109	9.130	9.929	595513	1390042	0.234
lb_s_16	351352	4141629	11.788	12.238	386376	975807	0.191
lb_s_160	334594	4162350	12.440	12.948	315121	1012168	0.196
lb_s_161	484759	4186597	8.636	9.265	487341	1451877	0.257
lb_s_162	370829	6326219	17.060	17.968	580854	2880633	0.313
lb_s_163	471150	3661759	7.772	8.242	573704	575441	0.136
lb_s_164	439493	6564181	14.936	15.899	816770	1492156	0.185
lb_s_166	427734	5009192	11.711	12.384	678410	1209436	0.194
lb_s_167	425057	4422023	10.403	10.992	529130	869075	0.164
lb_s_169	500674	8143860	16.266	17.617	1476500	2344172	0.224
lb_s_17	511109	12537713	24.530	26.292	1076485	4163444	0.249
lb_s_170	488685	3213617	6.576	7.054	606669	2239564	0.411
lb_s_171	450703	1761386	3.908	4.123	543509	3109598	0.638
lb_s_172	342989	3951931	11.522	11.987	711410	1134934	0.223
lb_s_173	346247	4502288	13.003	13.545	804542	1368216	0.233
lb_s_174	405088	6126652	15.124	15.991	793869	1417707	0.188
lb_s_176	496323	5045366	10.165	11.003	543271	1008168	0.167
lb_s_177	432813	1411167	3.260	3.411	515531	2226384	0.612
lb_s_178	435889	7473764	17.146	18.287	756967	1825599	0.196
lb_s_179	500047	9477526	18.953	20.306	825809	2804604	0.228
lb_s_18	416899	4801771	11.518	12.118	650599	1152071	0.194
lb_s_180	288688	886522	3.071	3.128	91812	134835	0.132
lb_s_181	488213	4820817	9.874	10.523	538450	1018467	0.174
lb_s_182	470898	4882240	10.368	11.071	1087385	1249697	0.204
lb_s_183	489701	6275306	12.815	13.743	728831	1439890	0.187
lb_s_184	449885	2277235	5.062	5.331	304271	535189	0.190
lb_s_185	236010	495636	2.100	2.153	439482	3086591	0.862
lb_s_186	468794	9366497	19.980	21.525	784799	2464739	0.208
lb_s_188	467258	3529251	7.553	8.033	575403	567540	0.139
lb_s_189	167035	430874	2.580	2.700	544346	3246322	0.883
lb_s_19	493274	6670082	13.522	14.545	667227	1455661	0.179
lb_s_190	376894	4482134	11.892	12.436	592179	1413094	0.240
lb_s_191	422132	1470051	3.482	3.626	220761	209782	0.125
lb_s_192	460923	2636252	5.720	6.042	381720	394174	0.130
lb_s_193	488417	7156033	14.651	15.814	1339694	2245366	0.239
lb_s_194	505052	8506938	16.844	18.162	1557680	2356051	0.217
lb_s_195	408936	4950953	12.107	12.723	654670	1586239	0.243
lb_s_196	427473	4689526	10.970	11.557	552045	1080477	0.187
lb_s_197	405142	6179901	15.254	16.079	662669	1945455	0.239
lb_s_199	488947	12454820	25.473	27.517	1280470	4114358	0.248
lb_s_2	508302	9693134	19.070	20.327	764197	2614582	0.212
lb_s_20	488689	4949480	10.128	10.893	795049	1472328	0.229
lb_s_200	465523	2952792	6.343	6.665	314198	694875	0.190
lb_s_201	418887	1363568	3.255	3.402	491578	2140500	0.611
lb_s_203	395158	6786046	17.173	18.082	917789	1663604	0.197
lb_s_204	433916	7927938	18.271	19.390	1522466	1940245	0.197
lb_s_205	322371	6527006	20.247	21.229	546298	2712980	0.294
lb_s_206	344160	2359302	6.855	7.079	409145	559108	0.192
lb_s_207	470188	4645901	9.881	10.588	696120	1310251	0.220
lb_s_209	507365	10648799	20.988	22.629	1394802	2854972	0.211
lb_s_21	488949	5644159	11.543	12.407	617857	1543381	0.215
lb_s_211	494819	4219519	8.527	9.184	863968	3075131	0.422
lb_s_212	377543	2562878	6.788	7.253	214076	742241	0.225
lb_s_213	444936	6613003	14.863	15.767	813366	1525290	0.187
lb_s_214	501681	8758039	17.457	18.725	771783	2443070	0.218
lb_s_215	418777	6055700	14.460	15.246	704115	1300936	0.177
lb_s_216	44199	48439	1.096	1.098	11213	1584	0.032
lb_s_217	397763	6034550	15.171	15.920	630977	1873647	0.237
lb_s_218	359660	6286423	17.479	18.291	852660	1875233	0.230
lb_s_22	487504	6422072	13.173	14.108	1387798	1396063	0.179
lb_s_220	486164	4898132	10.075	10.811	783011	1428803	0.226
lb_s_221	506728	9271910	18.298	19.619	806953	2629392	0.221
lb_s_222	462411	2099526	4.540	4.795	299996	432383	0.171
lb_s_223	426762	1762941	4.131	4.346	314178	231444	0.116
lb_s_225	464390	3230555	6.957	7.431	676314	707676	0.180
lb_s_226	489923	3624545	7.398	7.988	756300	2631411	0.421
lb_s_227	338108	5306204	15.694	16.410	416912	1441941	0.214
lb_s_23	488076	5128583	10.508	11.228	561548	1132081	0.181
lb_s_230	493395	10453381	21.187	22.669	1819230	3284359	0.239
lb_s_231	409164	6907798	16.883	17.824	652423	1743788	0.202
lb_s_232	13382	13675	1.022	1.022	2671	660	0.046
lb_s_234	498121	5554381	11.151	12.086	1104240	1153931	0.172
lb_s_235	427872	6724096	15.715	16.690	668978	1559088	0.188
lb_s_236	483348	5211048	10.781	11.509	696536	1463262	0.219
lb_s_237	490773	6522361	13.290	14.321	1227720	1977942	0.233
lb_s_238	407297	6165527	15.138	15.969	762387	1549183	0.201
lb_s_239	28956	30246	1.045	1.046	7795	5717	0.159
lb_s_24	470903	6792363	14.424	16.875	530267	1781434	0.208
lb_s_240	366901	5828176	15.885	17.040	473923	1622011	0.218
lb_s_241	498471	6933749	13.910	15.024	1001321	1700907	0.197
lb_s_242	469654	2535843	5.399	5.667	835263	4786922	0.654
lb_s_243	495978	5020078	10.122	10.851	566642	1072042	0.176
lb_s_245	443521	1719910	3.878	4.062	377242	1715855	0.499
lb_s_246	379184	6368189	16.794	17.672	703318	2366188	0.271
lb_s_247	317841	7199677	22.652	23.834	602672	3250831	0.311
lb_s_248	489325	4549560	9.298	9.827	519288	1333005	0.227
lb_s_249	387886	5045711	13.008	13.625	653266	1647283	0.246
lb_s_25	484611	4418463	9.118	9.708	491542	908700	0.171
lb_s_250	488390	5464528	11.189	11.966	621813	2122119	0.280
lb_s_251	415349	1315507	3.167	3.296	491896	2071661	0.612
lb_s_253	436843	5880632	13.462	14.310	712021	1298323	0.181
lb_s_254	488851	4967013	10.161	10.941	944311	1213842	0.196
lb_s_257	493430	6140504	12.445	13.375	658607	1229815	0.167
lb_s_259	290022	907141	3.128	3.301	381770	3716462	0.804
lb_s_26	437602	6548469	14.964	15.887	632565	1700421	0.206
lb_s_260	420799	5730639	13.618	14.405	724826	1418432	0.198
lb_s_261	413076	6110729	14.793	15.619	797147	2059153	0.252
lb_s_262	392720	6752135	17.193	18.144	761503	1884423	0.218
lb_s_264	484772	3159592	6.518	6.902	309190	797457	0.202
lb_s_265	472494	2087807	4.419	4.657	217153	447478	0.177
lb_s_266	18375	18954	1.032	1.032	5593	1021	0.051
lb_s_267	14205	14516	1.022	1.023	3322	460	0.031
lb_s_268	222682	2582331	11.596	12.539	624821	4436638	0.632
lb_s_269	473053	3251125	6.873	7.325	344247	714445	0.180
lb_s_270	400949	1889243	4.712	4.885	204990	256303	0.119
lb_s_271	411171	5284167	12.852	13.524	648802	1262775	0.193
lb_s_272	478182	3054622	6.388	6.784	333729	564631	0.156
lb_s_273	488356	6267335	12.834	13.674	1049707	1644007	0.208
lb_s_274	374062	907739	2.427	2.517	311207	1358710	0.599
lb_s_275	94086	108780	1.156	1.163	12397	3721	0.033
lb_s_276	364692	4368817	11.979	12.536	805875	1282928	0.227
lb_s_277	405680	3881785	9.569	10.038	398643	937884	0.195
lb_s_278	474852	2919560	6.148	6.541	324047	667493	0.186
lb_s_279	451175	2135564	4.733	5.041	426002	431569	0.168
lb_s_28	476234	4059173	8.523	9.045	447038	1420944	0.259
lb_s_280	489826	5071129	10.353	11.108	651234	1570465	0.236
lb_s_282	487143	4033005	8.279	8.832	496239	705034	0.149
lb_s_283	491622	5427753	11.041	11.856	937751	1295849	0.193
lb_s_284	492815	5665289	11.496	12.358	663908	1280285	0.184
lb_s_285	502207	7138700	14.215	15.286	896929	1500089	0.174
lb_s_286	490748	5372775	10.948	11.711	604456	1180687	0.180
lb_s_287	495753	8304761	16.752	17.931	1319399	1913212	0.187
lb_s_288	499385	7013281	14.044	15.057	757774	1673736	0.193
lb_s_289	16112	16497	1.024	1.025	2656	1143	0.065
lb_s_29	375076	1090493	2.907	3.020	167750	139362	0.113
lb_s_290	391458	2050795	5.239	5.427	260234	597076	0.225
lb_s_291	429461	6539819	15.228	16.216	564600	1691324	0.205
lb_s_292	453615	1895414	4.178	4.416	251126	552059	0.226
lb_s_294	400057	4098395	10.245	10.712	442971	985912	0.194
lb_s_295	492345	5128594	10.417	11.219	734083	1853892	0.266
lb_s_3	483790	4853390	10.032	10.725	439433	1042524	0.177
lb_s_30	435097	6847544	15.738	16.692	977224	1954478	0.222
lb_s_301	365159	849090	2.325	2.398	123249	110931	0.116
lb_s_302	407972	4126457	10.115	10.618	493698	814082	0.165
lb_s_303	482596	3945411	8.175	8.762	883605	945211	0.193
lb_s_304	418396	7334993	17.531	19.005	609098	2021447	0.216
lb_s_305	406966	3957131	9.723	10.198	456158	771914	0.163
lb_s_306	416103	4280701	10.288	10.814	361797	940081	0.180
lb_s_308	414981	5319236	12.818	13.533	516401	1113209	0.173
lb_s_309	397630	1182522	2.974	3.100	330480	1721552	0.593
lb_s_31	416629	5290212	12.698	13.364	628609	1058475	0.167
lb_s_310	425093	4165516	9.799	10.317	540317	1205770	0.224
lb_s_311	342062	2178550	6.369	6.571	176949	657221	0.232
lb_s_312	479678	2556242	5.329	5.714	259487	379263	0.129
lb_s_313	448133	1722154	3.843	4.053	413342	1917811	0.527
lb_s_314	46636	51416	1.102	1.104	4399	2341	0.044
lb_s_315	332848	6109450	18.355	19.246	481075	2427571	0.284
lb_s_316	498326	6195538	12.433	13.319	1059470	1497986	0.195
lb_s_32	410324	5262396	12.825	13.486	619120	1292099	0.197
lb_s_33	365186	5060365	13.857	14.504	512268	1585221	0.239
lb_s_34	402378	4523044	11.241	11.782	554371	1051139	0.189
lb_s_35	393808	5197680	13.199	13.862	628644	1272449	0.197
lb_s_37	402638	3807867	9.457	9.872	471005	1161837	0.234
lb_s_38	440087	1758046	3.995	4.203	520447	2912292	0.624
lb_s_39	425727	6038818	14.185	15.002	567282	1396290	0.188
lb_s_4	469026	3497364	7.457	7.958	479635	1174784	0.251
lb_s_40	494549	7714164	15.598	16.800	719724	1981082	0.204
lb_s_41	503868	7611482	15.106	16.368	819540	1737277	0.186
lb_s_42	515177	4790831	9.299	10.223	575364	870300	0.154
lb_s_44	421273	4800512	11.395	11.991	635953	1149566	0.193
lb_s_45	480500	4491274	9.347	10.010	699812	1332071	0.229
lb_s_46	390742	4832959	12.369	12.948	623850	1524650	0.240
lb_s_48	497381	5955176	11.973	12.953	1247303	1574593	0.209
lb_s_49	379018	5308599	14.006	14.682	713500	1188051	0.183
lb_s_5	390434	4624550	11.845	12.388	535479	893075	0.162
lb_s_50	487018	5694194	11.692	12.533	581605	1154731	0.169
lb_s_51	399726	5279503	13.208	13.873	459047	1265040	0.193
lb_s_52	491314	5187518	10.558	11.447	1075294	1053786	0.169
lb_s_53	408828	5334035	13.047	13.734	632121	1066563	0.167
lb_s_54	300824	2337194	7.769	8.001	404632	583423	0.200
lb_s_55	307325	4732342	15.398	16.148	370429	1692783	0.263
lb_s_56	411500	4885015	11.871	12.477	571141	948415	0.163
lb_s_58	305814	4183822	13.681	14.208	473423	1431840	0.255
lb_s_60	483343	6634865	13.727	14.685	625656	1645510	0.199
lb_s_61	440496	6838206	15.524	16.531	823853	1516586	0.182
lb_s_62	487005	4414471	9.065	9.718	510814	1098961	0.199
lb_s_63	451497	1956145	4.333	4.577	647662	3583424	0.647
lb_s_65	502388	5223540	10.397	11.238	933767	1188847	0.185
lb_s_66	501329	7624250	15.208	16.434	1276268	1726528	0.185
lb_s_67	480934	4931494	10.254	10.973	557803	1783566	0.266
lb_s_68	320677	5028009	15.679	16.381	560341	1763289	0.260
lb_s_69	488376	7193949	14.730	15.853	790687	1545062	0.177
lb_s_7	477959	4564777	9.551	10.212	825680	897825	0.164
lb_s_70	340351	5601889	16.459	17.278	488325	1706004	0.233
lb_s_71	400714	4003855	9.992	10.514	496541	875557	0.179
lb_s_72	507958	7034656	13.849	15.028	723031	1480766	0.174
lb_s_74	484368	6060132	12.511	13.426	638599	1193198	0.165
lb_s_75	354225	5656260	15.968	16.813	435665	1539311	0.214
lb_s_76	505312	8347881	16.520	17.965	702127	2084434	0.200
lb_s_77	418131	7166034	17.138	18.147	722602	1897390	0.209
lb_s_78	379637	5209993	13.724	14.417	545503	1608200	0.236
lb_s_79	359940	5016351	13.937	14.589	520421	1575774	0.239
lb_s_8	413193	5369275	12.995	13.707	660111	1064786	0.165
lb_s_80	441056	1676832	3.802	4.001	535540	2966297	0.639
lb_s_81	493346	4846393	9.824	10.525	548864	1326181	0.215
lb_s_82	422084	6686146	15.841	16.777	1249828	1485485	0.182
lb_s_83	404115	5071226	12.549	13.238	551740	1338956	0.209
lb_s_84	330105	5349038	16.204	16.896	415700	1920887	0.264
lb_s_85	500491	10362533	20.705	22.207	1800589	2670246	0.205
lb_s_86	425725	5506746	12.935	13.670	708557	1563741	0.221
lb_s_87	437206	6499308	14.866	16.859	514397	1662091	0.204
lb_s_88	373052	898331	2.408	2.489	328113	1319879	0.595
lb_s_89	469198	4999672	10.656	11.358	476162	1098840	0.180
lb_s_9	470387	7580213	16.115	17.244	800947	2062543	0.214
lb_s_90	387146	1622871	4.192	4.330	130845	238737	0.128
lb_s_91	402705	5179386	12.861	13.597	537846	1480468	0.222
lb_s_93	381941	4557374	11.932	12.594	554228	1049379	0.187
lb_s_96	488115	3794972	7.775	8.272	407421	735575	0.162
lb_s_97	484205	5283069	10.911	11.633	581831	1494371	0.220
lb_s_98	395223	4311190	10.908	11.421	360357	947187	0.180
lb_s_99	491147	4234440	8.622	9.252	585637	899218	0.175
rs_f_10	481481	5200936	10.802	11.604	749258	1693040	0.246
rs_f_102	451530	7145832	15.826	16.935	906475	1702564	0.192
rs_f_103	323941	5763891	17.793	18.628	587972	1740809	0.232
rs_f_105	468441	15842695	33.820	37.041	3272633	5844637	0.269
rs_f_106	508620	11478507	22.568	24.663	1706134	3273365	0.222
rs_f_107	1861	1868	1.004	1.004	320	331	0.151
rs_f_108	329144	9467636	28.764	31.260	957752	4277860	0.311
rs_f_109	375917	13885593	36.938	40.001	1298948	6242141	0.310
rs_f_110	486849	12010736	24.670	26.821	1255859	4026932	0.251
rs_f_112	528412	18071578	34.200	38.308	3300648	6787797	0.273
rs_f_113	326446	6493603	19.892	20.983	704108	2096470	0.244
rs_f_114	471423	2547952	5.405	5.743	768712	4508781	0.639
rs_f_115	445652	2005372	4.500	4.763	656685	3710190	0.649
rs_f_116	417604	8718185	20.877	22.289	941631	2797749	0.243
rs_f_117	490676	9891090	20.158	22.287	2434536	3175270	0.243
rs_f_118	481445	7333971	15.233	16.460	1080818	2324105	0.241
rs_f_119	528298	14066059	26.625	29.258	2128816	4420870	0.239
rs_f_12	299983	3883580	12.946	13.398	438167	1047707	0.212
rs_f_120	483826	16487150	34.077	37.612	2606009	8547653	0.341
rs_f_121	321730	6035507	18.760	19.720	633681	1896011	0.239
rs_f_122	392610	6133404	15.622	16.415	796062	1459520	0.192
rs_f_123	362019	5450895	15.057	15.827	670350	1596674	0.227
rs_f_124	496036	6090933	12.279	13.260	887614	1523371	0.200
rs_f_125	483303	5017718	10.382	11.055	549798	1459641	0.225
rs_f_126	385941	6915767	17.919	19.014	653001	3195809	0.316
rs_f_128	491779	7390172	15.027	16.250	1064101	2388885	0.244
